schema,sql_query,natural_language_query
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
",SELECT DISTINCT JobTitle FROM employee_1001 WHERE Salary > 70000,"Find the distinct job titles of employees with a salary greater than 70,000."
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
","SELECT JobTitle, MIN(Salary) AS MinSalary, MAX(Salary) AS MaxSalary FROM employee_1001 GROUP BY JobTitle HAVING MAX(Salary) > 90000","Find the job titles of employees with their minimum and maximum salaries, including only those job titles where the maximum salary exceeds 90,000."
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
","SELECT FirstName, LastName FROM employee_1001 WHERE FirstName LIKE 'A%'",Retrieve the first and last names of employees whose first name begins with the letter 'A'.
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
",SELECT COUNT(*) FROM employee_1001 WHERE HireDate >= '2020-01-01' AND HireDate < '2021-01-01',"Count how many employees were hired from January 1, 2020, to December 31, 2020."
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
","SELECT Department, COUNT(*) AS NumberOfEmployees FROM employee_1001 GROUP BY Department ORDER BY COUNT(*) ASC",Count the number of employees in each department and list the departments in order from the least to the most employees.
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
",SELECT AVG(Salary) FROM employee_1001 WHERE HireDate < '2015-01-01',"Calculate the average salary of employees hired before January 1, 2015."
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
","SELECT FirstName, LastName, Salary FROM employee_1001 WHERE Salary > (SELECT AVG(Salary) FROM employee_1001) ORDER BY Salary DESC",Retrieve the first and last names of employees who earn more than the average salary and list these results along with their salaries in descending order.
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
","SELECT JobTitle, COUNT(*) AS EmployeeCount FROM employee_1001 GROUP BY JobTitle ORDER BY EmployeeCount DESC LIMIT 3",Identify the top three job titles with the highest number of employees and count how many employees hold each of those titles.
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
",SELECT FirstName || ' ' || LastName AS FullName FROM employee_1001 WHERE Department = 'Engineering',Retrieve the full names of employees in the Engineering department.
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
",SELECT * FROM employee_1001 WHERE Salary < ALL (SELECT Salary FROM employee_1001 WHERE Department = 'Marketing'),Find all employees whose salaries are lower than the salaries of all employees in the Marketing department.
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
","SELECT Department, COUNT(DISTINCT JobTitle) AS UniqueJobTitles FROM employee_1001 GROUP BY Department",Count the unique job titles for each department in the employee records.
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
","SELECT FirstName, LastName, CAST(JULIANDAY('now') - JULIANDAY(HireDate) AS INTEGER) AS DaysSinceHired FROM employee_1001 ORDER BY DaysSinceHired DESC","Retrieve the first and last names of employees along with the number of days since their hire date, and sort the results to show the most recently hired employees first."
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
","SELECT Department, COUNT(*) AS NumberOfEmployees FROM employee_1001 GROUP BY Department HAVING COUNT(*) > 10",Count and list the departments that have more than 10 employees.
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
","SELECT FirstName, LastName FROM employee_1001 WHERE Department = 'Sales'",Retrieve the first and last names of employees in the 'Sales' department.
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
","SELECT e1.FirstName, e1.LastName, e1.JobTitle FROM employee_1001 e1 WHERE e1.Salary > (SELECT AVG(Salary) FROM employee_1001)","List the first and last names, along with job titles of employees who earn more than the average salary."
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
",SELECT * FROM attendance_1002;,"Retrieve all records from the attendance table, including check-in and check-out times, employee statuses, and employee IDs."
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT AttendanceID, EmployeeID FROM attendance_1002;",Retrieve the AttendanceID and EmployeeID from the attendance records for all entries in the attendance table.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT CheckInTime, CheckOutTime FROM attendance_1002 WHERE Status = 'Present';",Retrieve the check-in and check-out times of employees who are marked as present.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
",SELECT COUNT(*) FROM attendance_1002 WHERE Status = 'Absent';,Count the number of employees who are recorded as absent in the attendance records.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
",SELECT DISTINCT EmployeeID FROM attendance_1002;,Retrieve the distinct Employee IDs from the attendance records.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT EmployeeID, CheckInTime FROM attendance_1002 WHERE CheckInTime > '2023-01-01 08:00:00';","Find the Employee IDs and their check-in times for employees who checked in after January 1, 2023, at 8:00 AM."
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
",SELECT * FROM attendance_1002 WHERE CheckOutTime IS NOT NULL;,Retrieve all attendance records for which employees have checked out.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT EmployeeID, Status FROM attendance_1002 WHERE AttendanceID = 1;",Retrieve the Employee ID and Status of the attendance record with Attendance ID 1.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT Status, COUNT(*) FROM attendance_1002 GROUP BY Status;",Count how many records there are for each attendance status in the attendance table.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT MIN(CheckInTime) AS EarliestCheckIn, MAX(CheckOutTime) AS LatestCheckOut FROM attendance_1002;",Retrieve the earliest check-in time and the latest check-out time from the attendance records.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT EmployeeID, CheckInTime FROM attendance_1002 ORDER BY CheckInTime DESC;","Retrieve the list of employee IDs and their check-in times, ordered by the most recent check-ins."
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
",SELECT AttendanceID FROM attendance_1002 WHERE EmployeeID = 5 AND CheckInTime > '2023-01-01';,"Retrieve the AttendanceID for the employee with an EmployeeID of 5 who checked in after January 1, 2023."
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
",SELECT COUNT(DISTINCT EmployeeID) FROM attendance_1002 WHERE Status = 'Present';,Count the number of unique employees marked as present in the attendance records.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT AttendanceID, EmployeeID FROM attendance_1002 WHERE CheckOutTime < '2023-06-01 17:00:00';","Retrieve the attendance records for employees where the checkout time is before June 1, 2023, at 5:00 PM, including their attendance IDs and employee IDs."
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
",SELECT EmployeeID FROM attendance_1002 GROUP BY EmployeeID HAVING COUNT(*) > 5;,Identify employees who have checked in more than five times total.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
",SELECT * FROM attendance_1002 WHERE Status IS NOT NULL;,Retrieve all attendance records where the status is not null.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
",SELECT DISTINCT Status FROM attendance_1002;,List all unique attendance statuses recorded in the attendance records.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
",SELECT COUNT(*) FROM attendance_1002 WHERE CheckInTime >= '2023-01-01' AND CheckInTime < '2024-01-01';,Count the total number of attendance records with check-in times in the year 2023.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
",SELECT AttendanceID FROM attendance_1002 ORDER BY CheckInTime LIMIT 1;,Find the AttendanceID of the record with the earliest CheckInTime from the attendance records.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
",SELECT * FROM attendance_1002 WHERE Status = 'Late';,Find all attendance records where employees were marked as late.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
",SELECT * FROM attendance_1002;,"Retrieve all records from the attendance data, including all details about employee check-in and check-out times, their attendance status, and associated employee IDs."
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT EmployeeID, CheckInTime FROM attendance_1002 WHERE Status = 'Present';",Retrieve the Employee IDs and their corresponding check-in times for employees currently marked as present.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT CheckInTime, CheckOutTime FROM attendance_1002 WHERE EmployeeID = 101;",Retrieve the check-in and check-out times for the employee with ID 101.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
",SELECT DISTINCT Status FROM attendance_1002;,Retrieve all distinct attendance statuses recorded in the attendance database.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
",SELECT COUNT(*) FROM attendance_1002 WHERE Status = 'Absent';,Count the number of employees marked as absent.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT EmployeeID, COUNT(*) AS AttendanceCount FROM attendance_1002 GROUP BY EmployeeID;",Count the total number of attendance records for each employee.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT EmployeeID, CheckInTime FROM attendance_1002 ORDER BY CheckInTime DESC;","Retrieve the employee IDs and their check-in times from the attendance records, listing them from the most recent check-in to the oldest."
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT EmployeeID, COUNT(*) AS LateCount FROM attendance_1002 WHERE Status = 'Late' GROUP BY EmployeeID;",Count how many times each employee was marked as late in their attendance records.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
",SELECT * FROM attendance_1002 WHERE CheckInTime >= '2023-01-01' AND CheckInTime < '2024-01-01';,"Retrieve all attendance records for the year 2023, including check-in and check-out times with precise date filtering."
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT EmployeeID, MAX(CheckOutTime) AS LastCheckOut FROM attendance_1002 GROUP BY EmployeeID;",Find the latest check-out time for each employee from their attendance records.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT EmployeeID, CheckInTime FROM attendance_1002 WHERE Status = 'On Leave'",Retrieve the Employee IDs and Check-In times for employees who have a status of 'On Leave'.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT a.EmployeeID, e.FirstName, e.LastName FROM attendance_1002 a JOIN employee_1001 e ON a.EmployeeID = e.EmployeeID",Retrieve the Employee IDs along with the first and last names of employees who have recorded attendance in the attendance table.
