schema,sql_query,natural_language_query
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
"," 
SELECT Department, SUM(Salary) AS TotalSalaries FROM employee_1001 GROUP BY Department ORDER BY TotalSalaries DESC ",Calculate the total salaries for each department and list them in order from highest to lowest total salary.
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
"," 
SELECT DISTINCT JobTitle FROM employee_1001 WHERE Salary > 70000 ","Find the unique job titles of employees who earn more than 70,000."
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
"," 
SELECT JobTitle, MIN(Salary) AS MinSalary, MAX(Salary) AS MaxSalary FROM employee_1001 GROUP BY JobTitle HAVING MAX(Salary) > 90000 ","Find the job titles of employees along with the minimum and maximum salaries for each job title, but only include those job titles where the maximum salary is greater than 90,000."
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
"," 
SELECT FirstName, LastName FROM employee_1001 WHERE FirstName LIKE 'A%' ",Retrieve the first and last names of employees whose first name starts with the letter 'A'.
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
"," 
SELECT COUNT(*) FROM employee_1001 WHERE HireDate BETWEEN '2020-01-01' AND '2020-12-31' ","""Count how many employees were hired in the year 2020."""
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
"," 
SELECT Department, COUNT(*) AS NumberOfEmployees FROM employee_1001 GROUP BY Department ORDER BY NumberOfEmployees ASC ","""Count the number of employees in each department and list the departments in order from the least to the most employees."""
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
"," 
SELECT AVG(Salary) FROM employee_1001 WHERE HireDate < '2015-01-01' ","Calculate the average salary of employees who were hired before January 1, 2015."
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
"," 
SELECT FirstName, LastName, Salary FROM employee_1001 WHERE Salary > (SELECT AVG(Salary) FROM employee_1001) ORDER BY Salary DESC ","Retrieve the first and last names of employees along with their salaries, but only for those who earn more than the average salary of all employees, and list these results starting with the highest salary."
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
"," 
SELECT JobTitle, COUNT(*) AS EmployeeCount FROM employee_1001 GROUP BY JobTitle ORDER BY EmployeeCount DESC LIMIT 3 ","""Identify the top three job titles with the highest number of employees and count how many employees hold each of those job titles."""
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
"," 
SELECT FirstName || ' ' || LastName AS FullName FROM employee_1001 WHERE Department = 'Engineering' ","""Retrieve the full names of employees who work in the Engineering department."""
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
"," 
SELECT * FROM employee_1001 WHERE Salary < ALL (SELECT Salary FROM employee_1001 WHERE Department = 'Marketing') ",Find all employees whose salaries are lower than every employee in the Marketing department.
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
"," 
SELECT Department, COUNT(DISTINCT JobTitle) AS UniqueJobTitles FROM employee_1001 GROUP BY Department ","""Count the number of unique job titles for each department in the employee records."""
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
"," 
SELECT FirstName, LastName, DATEDIFF(CURRENT_DATE, HireDate) AS DaysSinceHired FROM employee_1001 ORDER BY DaysSinceHired DESC ","Retrieve the first and last names of employees along with the number of days since they were hired, and sort the results to show the most recently hired employees first."
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
"," 
SELECT Department, COUNT(*) AS NumberOfEmployees FROM employee_1001 GROUP BY Department HAVING COUNT(*) > 10 ","""Count the number of employees in each department and list the departments that have more than 10 employees."""
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
",,"""Retrieve the first and last names of employees who work in the 'Sales' department."""
"CREATE TABLE employee_1001 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""Department"" TEXT,
  ""Salary"" REAL,
  ""HireDate"" TIMESTAMP
)
","```sql
SELECT e1.FirstName, e1.LastName, e1.JobTitle FROM employee_1001 e1 WHERE e1.Salary > (SELECT AVG(Salary) FROM employee_1001);

SELECT e2.Department, SUM(e2.Salary) as TotalSalary FROM employee_1001 e2 GROUP BY e2.Department HAVING SUM(e2.Salary) > 100000;

SELECT e3.FirstName, e3.LastName FROM employee_1001 e3 WHERE e3.HireDate < (SELECT MAX(HireDate) FROM employee_1001 WHERE Department = 'HR');

SELECT e4.Department, COUNT(*) FROM employee_1001 e4 WHERE e4.Salary > (SELECT AVG(Salary) FROM employee_1001) GROUP BY e4.Department;

SELECT e5.JobTitle, AVG(e5.Salary) as AvgSalary FROM employee_1001 e5 GROUP BY e5.JobTitle ORDER BY AvgSalary DESC;

SELECT e6.FirstName, e6.LastName, e6.Salary FROM employee_1001 e6 WHERE e6.Salary > (SELECT MAX(Salary) FROM employee_1001 WHERE JobTitle = 'Manager');

SELECT e7.Department, COUNT(DISTINCT e7.JobTitle) AS UniqueJobTitles FROM employee_1001 e7 GROUP BY e7.Department HAVING COUNT(DISTINCT e7.JobTitle) > 5;

SELECT e8.FirstName, e8.LastName FROM employee_1001 e8 WHERE e8.FirstName LIKE 'A%' AND NOT EXISTS (SELECT * FROM employee_1001 WHERE JobTitle = 'Intern' AND Department = e8.Department);

SELECT e9.Department, MIN(e9.Salary) as MinSalary, MAX(e9.Salary) as MaxSalary FROM employee_1001 e9 GROUP BY e9.Department HAVING MIN(e9.Salary) > 30000;

SELECT e10.JobTitle, COUNT(*) as NumEmployees FROM employee_1001 e10 WHERE e10.HireDate BETWEEN '2020-01-01' AND '2020-12-31' GROUP BY e10.JobTitle HAVING COUNT(*) > 3;

SELECT e11.LastName, e11.FirstName FROM employee_1001 e11 WHERE e11.Salary = (SELECT MAX(Salary) FROM employee_1001 WHERE Department = 'Finance');

SELECT e12.Department, COUNT(*) as TotalEmployees FROM employee_1001 e12 WHERE e12.HireDate >= '2021-01-01' GROUP BY e12.Department HAVING COUNT(*) < 10;

SELECT e13.FirstName, e13.LastName FROM employee_1001 e13 WHERE e13.JobTitle IN (SELECT DISTINCT JobTitle FROM employee_1001 WHERE Department = 'Engineering');

SELECT e14.JobTitle, COUNT(*) as EmployeeCount FROM employee_1001 e14 GROUP BY e14.JobTitle ORDER BY EmployeeCount DESC LIMIT 5;

SELECT e15.Department, AVG(e15.Salary) as AvgDeptSalary FROM employee_1001 e15 WHERE e15.HireDate < '2022-01-01' GROUP BY e15.Department HAVING AVG(e15.Salary) > 50000;

SELECT e16.FirstName, e16.LastName FROM employee_1001 e16 WHERE e16.HireDate = (SELECT MIN(HireDate) FROM employee_1001 WHERE Department = e16.Department);

SELECT e17.JobTitle, SUM(e17.Salary) FROM employee_1001 e17 GROUP BY e17.JobTitle HAVING SUM(e17.Salary) > (SELECT AVG(Salary) FROM employee_1001);

SELECT e18.FirstName, e18.LastName FROM employee_1001 e18 WHERE e18.EmployeeID NOT IN (SELECT EmployeeID FROM employee_1001 WHERE Salary < 40000);

SELECT e19.Department, COUNT(*) as EmployeeCount FROM employee_1001 e19	WHERE e19.Department IS NOT NULL GROUP BY e19.Department ORDER BY EmployeeCount DESC;

SELECT e20.FirstName, e20.LastName FROM employee_1001 e20 WHERE e20.EmployeeID IN (SELECT EmployeeID FROM employee_1001 WHERE Department = 'IT' AND Salary > (SELECT AVG(Salary) FROM employee_1001));
```","1. ""List the first and last names, along with job titles of employees who earn more than the average salary.""

2. ""Show the departments and total salary for each department, but only include those where the total salary exceeds 100,000.""

3. ""Find the first and last names of employees who were hired before the most recent hire in the Human Resources department.""

4. ""Count how many employees in each department earn more than the average salary, and group the result by department.""

5. ""Calculate the average salary for each job title and order the results from highest to lowest average salary.""

6. ""Get the first and last names of employees whose salaries are higher than the highest salary of a Manager.""

7. ""Count the number of distinct job titles in each department, but only include departments with more than five unique job titles.""

8. ""Find the first and last names of employees whose names start with 'A' and do not belong to a department that has any interns.""

9. ""For each department, find the minimum and maximum salary, but only include departments where the minimum salary is above 30,000.""

10. ""Count how many employees were hired in each job title during the year 2020, but only include job titles that have more than three employees.""

11. ""Identify the first and last names of the employees with the highest salary in the Finance department.""

12. ""Count the total number of employees in each department that were hired after January 1st, 2021, but limit the result to departments with fewer than ten employees.""

13. ""List the first and last names of employees who hold job titles in the Engineering department.""

14. ""Show the top five job titles by employee count, sorting from the most popular to the least.""

15. ""Calculate the average salary of each department for employees hired before January 1st, 2022, but only include departments where the average salary is greater than 50,000.""

16. ""Find the first and last names of employees who were the first to be hired in their respective departments.""

17. ""Sum the salaries for each job title and include only those job titles where the total salary is greater than the average salary.""

18. ""Get the first and last names of employees who earn at least 40,000, excluding those who earn less.""

19. ""Count how many employees are in each department, making sure to ignore any departments with no employees, and order the departments by employee count.""

20. ""Find the first and last names of employees in the IT department who earn more than the average salary for all employees."""
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
",SELECT * FROM attendance_1002; ,"Retrieve all records from the attendance table, including all details of check-in and check-out times, employee statuses, and their corresponding employee IDs."
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT AttendanceID, EmployeeID FROM attendance_1002; ",Retrieve the attendance records by listing the AttendanceID and EmployeeID for all entries in the attendance table.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT CheckInTime, CheckOutTime FROM attendance_1002 WHERE Status = 'Present'; ",Retrieve the check-in and check-out times of employees who were marked as present.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT COUNT(*) FROM attendance_1002 WHERE Status = 'Absent'; ",Count the number of employees marked as absent in the attendance records.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT DISTINCT EmployeeID FROM attendance_1002; ",Retrieve the unique Employee IDs from the attendance records.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT EmployeeID, CheckInTime FROM attendance_1002 WHERE CheckInTime > '2023-01-01 08:00:00'; ","Find the Employee IDs and their check-in times for employees who checked in after January 1, 2023, at 8:00 AM."
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT * FROM attendance_1002 WHERE CheckOutTime IS NOT NULL; ",Retrieve all attendance records where employees have checked out.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT EmployeeID, Status FROM attendance_1002 WHERE AttendanceID = 1; ",Retrieve the Employee ID and Status of the attendance record with an Attendance ID of 1.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT Status, COUNT(*) FROM attendance_1002 GROUP BY Status; ","""Count how many employees have each attendance status recorded in the attendance table."""
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT MIN(CheckInTime), MAX(CheckOutTime) FROM attendance_1002; ",Retrieve the earliest check-in time and the latest check-out time from the attendance records.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT EmployeeID, CheckInTime FROM attendance_1002 ORDER BY CheckInTime DESC; ","Retrieve the list of employee IDs along with their check-in times, showing the most recent check-ins first."
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT AttendanceID FROM attendance_1002 WHERE EmployeeID = 5 AND CheckInTime > '2023-01-01'; ","Retrieve the AttendanceID for the employee with an EmployeeID of 5 who checked in after January 1, 2023."
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT COUNT(DISTINCT EmployeeID) FROM attendance_1002 WHERE Status = 'Present'; ",Count the number of unique employees who were marked as present in attendance records.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT AttendanceID, EmployeeID FROM attendance_1002 WHERE CheckOutTime < '2023-06-01 17:00:00'; ","Retrieve the attendance records for employees where the checkout time is before June 1, 2023, at 5:00 PM, including their attendance IDs and employee IDs."
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT EmployeeID, COUNT(*) FROM attendance_1002 GROUP BY EmployeeID HAVING COUNT(*) > 5; ",Identify employees who have checked in more than five times in total.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT * FROM attendance_1002 WHERE Status IS NOT NULL; ",Retrieve all records from the attendance records where the status is specified.
"CREATE TABLE attendance_1002 (
  ""AttendanceID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""CheckInTime"" TIMESTAMP,
  ""CheckOutTime"" TIMESTAMP,
  ""Status"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT DISTINCT Status FROM attendance_1002; ","""List all the unique attendance statuses recorded in the attendance records."""
